Unannotated Annotated CDSs
RS_GCF_000283015.1 1561 1402 2963
RS_GCF_000195995.1 1568 3495 5063
RS_GCF_001022255.1 1181 3473 4654
RS_GCF_000238355.1 1997 2307 4304
RS_GCF_000813415.1 1136 2289 3425
RS_GCF_000178155.2 2155 1429 3584
RS_GCF_000158475.2 1030 1252 2282
RS_GCF_000407525.1 1882 2329 4211
RS_GCF_000714715.1 1793 1360 3153
RS_GCF_001424585.1 1801 1312 3113
RS_GCF_000293865.1 1326 2006 3332
RS_GCF_000380285.1 925 576 1501
RS_GCF_000368045.1 1620 1861 3481
RS_GCF_000721495.1 4370 3162 7532
RS_GCF_000238395.3 1832 2333 4165
RS_GCF_000833025.1 2073 1506 3579
RS_GCF_000192295.1 1451 1771 3222
RS_GCF_001262515.1 2107 3449 5556
RS_GCF_000381265.1 2801 3441 6242
RS_GCF_001074825.1 752 1160 1912
RS_GCF_001429655.1 2303 2144 4447
RS_GCF_000801235.1 2322 3236 5558
RS_GCF_000019905.1 1232 1846 3078
RS_GCF_001075645.1 669 1081 1750
RS_GCF_000943545.1 3057 2959 6016
RS_GCF_000183665.1 477 657 1134
RS_GCF_000264315.1 1520 1893 3413
RS_GCF_000427725.1 3344 3494 6838
RS_GCF_000026145.1 3371 3304 6675
RS_GCF_000022525.1 319 493 812
RS_GCF_000330705.1 966 1733 2699
RS_GCF_000241125.1 920 549 1469
RS_GCF_000828875.1 3409 4711 8120
RS_GCF_000733515.1 2115 2477 4592
RS_GCF_000234115.1 1170 962 2132
RS_GCF_000196155.1 2142 2737 4879
RS_GCF_000060285.1 1010 1771 2781
RS_GCF_000185845.1 1585 1083 2668
RS_GCF_000162875.1 721 1001 1722
RS_GCF_000633395.1 2862 3759 6621
RS_GCF_000465575.1 1862 2910 4772
RS_GCF_000332475.2 2307 1533 3840
RS_GCF_000964385.1 1686 2126 3812
RS_GCF_001278365.1 1328 1590 2918
RS_GCF_000733125.1 1514 1622 3136
RS_GCF_001070855.1 669 994 1663
RS_GCF_000373965.1 2181 2462 4643
RS_GCF_000166115.1 1608 1639 3247
RS_GCF_000465555.2 1182 3183 4365
RS_GCF_000018665.1 2812 3308 6120
RS_GCF_000968195.1 1293 2358 3651
RS_GCF_000746385.1 2569 2983 5552
RS_GCF_001189415.1 95 209 304
RS_GCF_000413035.1 1303 1032 2335
RS_GCF_000700805.1 815 868 1683
RS_GCF_000815185.1 1922 2231 4153
RS_GCF_001424025.1 1517 1485 3002
RS_GCF_001421965.1 1863 1913 3776
RS_GCF_000194925.1 1030 1226 2256
RS_GCF_001043025.1 1901 3133 5034
RS_GCF_000171095.1 1252 1515 2767
RS_GCF_000413455.1 659 1102 1761
RS_GCF_000418325.1 7312 3666 10978
RS_GCF_000420065.1 702 1005 1707
RS_GCF_000633355.1 1812 3872 5684
RS_GCF_000236865.1 889 1045 1934
RS_GCF_000800615.1 2091 3219 5310
RS_GCF_000219045.1 783 1178 1961
RS_GCF_000717895.1 4807 4018 8825
RS_GCF_000504245.1 2492 2611 5103
RS_GCF_000183385.1 1076 601 1677
RS_GCF_000686145.1 1675 1781 3456
RS_GCF_000708675.1 1518 1960 3478
RS_GCF_000758905.1 534 831 1365
RS_GCF_000953695.1 1774 2393 4167
RS_GCF_000519345.1 3058 1790 4848
RS_GCF_000306945.1 1265 2598 3863
RS_GCF_000949135.1 2874 3987 6861
RS_GCF_001319865.1 4099 4508 8607
RS_GCF_000961155.1 2114 2305 4419
RS_GCF_000518265.1 4602 3650 8252
RS_GCF_000158975.1 4589 2935 7524
RS_GCF_000819865.1 1453 2614 4067
RS_GCF_000192225.1 1400 938 2338
RS_GCF_000253115.1 1588 1999 3587
RS_GCF_000275725.1 1167 2238 3405
RS_GCF_000755985.1 2848 3475 6323
RS_GCF_000718775.1 4016 3398 7414
RS_GCF_000006785.2 674 1102 1776
RS_GCF_000519065.1 1331 1644 2975
RS_GCF_001069645.1 2088 2265 4353
RS_GCF_000590475.1 1672 2633 4305
RS_GCF_000708285.2 2847 1896 4743
RS_GCF_000170915.1 1375 1786 3161
RS_GCF_000816425.1 615 931 1546
RS_GCF_000160695.1 773 1268 2041
RS_GCF_001425965.1 1919 1920 3839
RS_GCF_000974425.1 3486 2381 5867
RS_GCF_000383295.1 1357 1590 2947
RS_GCF_000412335.2 1154 3282 4436
RS_GCF_000428465.1 2242 2333 4575
RS_GCF_000320365.1 714 1114 1828
RS_GCF_000063605.1 1008 525 1533
RS_GCF_000382145.1 1082 1483 2565
RS_GCF_001027955.1 1973 2084 4057
RS_GCF_000615975.1 2317 2588 4905
RS_GCF_000168295.1 552 895 1447
RS_GCF_001040865.1 1825 1579 3404
RS_GCF_000165815.1 1161 2445 3606
RS_GCF_000374925.1 1808 2147 3955
RS_GCF_000463115.2 1024 3144 4168
RS_GCF_000612825.1 3502 4185 7687
RS_GCF_000717535.1 3578 3357 6935
RS_GCF_000291515.1 2526 2782 5308
RS_GCF_000011605.1 1383 3082 4465
RS_GCF_000196275.1 1429 1721 3150
RS_GCF_000709085.1 1100 1973 3073
RS_GCF_000314815.2 912 1290 2202
RS_GCF_000306335.1 2212 1460 3672
RS_GCF_001400735.1 2617 3137 5754
RS_GCF_001190755.1 729 928 1657
RS_GCF_000403495.2 2538 1768 4306
RS_GCF_000565215.1 1216 688 1904
RS_GCF_000712295.1 1141 1416 2557
RS_GCF_000219215.1 3288 4526 7814
RS_GCF_000464765.1 3201 1968 5169
RS_GCF_000827635.1 1424 1049 2473
RS_GCF_000162755.2 1986 1696 3682
RS_GCF_001043175.1 1431 2225 3656
RS_GCF_001424545.1 1861 2541 4402
RS_GCF_000023905.1 1119 1179 2298
RS_GCF_001277355.1 2101 3219 5320
RS_GCF_000177055.1 1364 960 2324
RS_GCF_000222445.2 1052 1804 2856
RS_GCF_000753355.2 1453 1957 3410
RS_GCF_000196235.1 2175 2448 4623
RS_GCF_000177315.1 1098 963 2061
RS_GCF_000834455.1 971 2821 3792
RS_GCF_000968085.1 495 665 1160
RS_GCF_000739455.1 1068 1301 2369
RS_GCF_001262495.1 1593 1905 3498
RS_GCF_000006925.2 1229 3774 5003
RS_GCF_000740675.1 2175 2466 4641
RS_GCF_001027725.1 2564 1735 4299
RS_GCF_000382885.1 2475 2149 4624
RS_GCF_000381245.1 1060 1437 2497
RS_GCF_000724625.1 2988 1779 4767
RS_GCF_000723465.1 1555 1198 2753
RS_GCF_000420745.1 1538 1863 3401
RS_GCF_000718025.1 4544 3351 7895
RS_GCF_000309885.1 1074 1427 2501
RS_GCF_000377765.1 1774 2477 4251
RS_GCF_000312045.1 1672 2181 3853
RS_GCF_000404025.1 1005 1313 2318
RS_GCF_000621345.1 767 1326 2093
RS_GCF_000824785.1 3117 3657 6774
RS_GCF_001186335.1 2368 3510 5878
RS_GCF_001305135.1 1924 1605 3529
RS_GCF_000955735.1 1137 1372 2509
RS_GCF_000374005.1 1890 2247 4137
RS_GCF_000952155.1 2781 2152 4933
RS_GCF_000767075.1 394 1345 1739
RS_GCF_000759835.1 881 3372 4253
RS_GCF_001071115.1 2189 2190 4379
RS_GCF_000723405.1 2240 2799 5039
RS_GCF_000418535.1 2216 3043 5259
RS_GCF_001027025.1 860 1177 2037
RS_GCF_000502875.1 3050 3391 6441
RS_GCF_001281265.1 456 897 1353
RS_GCF_001022215.1 1753 3643 5396
RS_GCF_001273845.1 1368 1720 3088
RS_GCF_000755145.1 1532 1102 2634
RS_GCF_000092425.1 1308 1675 2983
RS_GCF_000425785.1 1907 3041 4948
RS_GCF_000510895.2 2710 3819 6529
RS_GCF_000159315.1 1051 1501 2552
RS_GCF_000828515.1 25 603 628
RS_GCF_000024345.1 3751 3313 7064
RS_GCF_001039065.1 1177 3048 4225
RS_GCF_000218805.1 2360 2623 4983
RS_GCF_000378105.1 1456 1202 2658
RS_GCF_000018945.1 709 1205 1914
RS_GCF_000720725.1 4630 3725 8355
RS_GCF_001310275.1 3724 2874 6598
RS_GCF_000520995.1 3530 1878 5408
RS_GCF_000812965.1 3188 2095 5283
RS_GCF_000802225.1 2279 2396 4675
RS_GCF_000377625.1 1413 1003 2416
RS_GCF_001424265.1 1690 2444 4134
RS_GCF_000426925.1 2338 1702 4040
RS_GCF_001428205.1 3068 3465 6533
RS_GCF_000526295.1 1469 2151 3620
RS_GCF_000685825.1 2396 1983 4379
RS_GCF_000721175.1 4466 3147 7613
RS_GCF_000801275.2 2363 3295 5658
RS_GCF_000955785.1 3920 4854 8774
RS_GCF_000426305.1 1423 1476 2899
RS_GCF_000613185.1 2780 3510 6290
RS_GCF_000245795.1 539 978 1517
RS_GCF_000439125.1 2856 2706 5562
RS_GCF_001422405.1 2639 3366 6005
RS_GCF_000385135.1 2804 2678 5482
RS_GCF_000214475.1 744 899 1643
RS_GCF_000974285.1 1321 2169 3490
RS_GCF_000248095.2 926 1295 2221
RS_GCF_000472445.1 2250 3330 5580
RS_GCF_000280885.2 1394 2309 3703
RS_GCF_000701325.1 3949 3106 7055
RS_GCF_000733275.2 1224 3387 4611
RS_GCF_000752035.1 1601 2405 4006
RS_GCF_000696325.1 1039 1384 2423
RS_GCF_000155435.1 2743 3015 5758
RS_GCF_001425905.1 1716 2301 4017
RS_GCF_000964505.1 1323 1707 3030
RS_GCF_000496475.1 976 1715 2691
RS_GCF_001422325.1 2461 1931 4392
RS_GCF_000148685.1 2500 3579 6079
RS_GCF_000509165.1 3247 3204 6451
RS_GCF_000018785.1 619 770 1389
RS_GCF_000219105.1 4528 2767 7295
RS_GCF_000403275.1 2316 1712 4028
RS_GCF_000940995.1 2147 3065 5212
RS_GCF_000566705.1 2652 2745 5397
RS_GCF_000380985.1 2182 1644 3826
RS_GCF_000426125.1 2189 2452 4641
RS_GCF_000027345.1 771 630 1401
RS_GCF_000430545.1 2217 1460 3677
RS_GCF_000429305.1 2682 2296 4978
RS_GCF_000744785.1 4151 3071 7222
RS_GCF_000374465.1 1276 1943 3219
RS_GCF_000768685.1 1679 1759 3438
RS_GCF_000763945.1 1295 1565 2860
RS_GCF_001418465.1 4732 3817 8549
RS_GCF_000160795.1 1312 1519 2831
RS_GCF_000341105.1 3028 2877 5905
RS_GCF_000633555.1 1363 3508 4871
RS_GCF_000834395.1 1164 2822 3986
RS_GCF_000576555.1 2638 1855 4493
RS_GCF_000430665.1 2374 1666 4040
RS_GCF_000617925.1 1660 1930 3590
RS_GCF_000818455.1 2117 2782 4899
RS_GCF_000017585.1 763 874 1637
RS_GCF_000013365.1 2213 2524 4737
RS_GCF_000315445.1 548 1071 1619
RS_GCF_000421585.1 963 1244 2207
RS_GCF_000014165.1 2530 3190 5720
RS_GCF_000377025.1 2694 2297 4991
RS_GCF_000160555.1 750 1202 1952
RS_GCF_000969605.1 2540 3193 5733
RS_GCF_000257905.1 746 1135 1881
RS_GCF_000013905.1 1015 1540 2555
RS_GCF_000276825.1 2140 3017 5157
RS_GCF_000347075.1 2277 1586 3863
RS_GCF_000756565.1 1649 2088 3737
RS_GCF_000464785.1 2934 1910 4844
RS_GCF_000152985.1 2001 1663 3664
RS_GCF_000612605.1 1002 3121 4123
RS_GCF_000384015.1 1779 2254 4033
RS_GCF_000364425.1 194 293 487
RS_GCF_000745125.1 881 1504 2385
RS_GCF_000375445.1 1618 2087 3705
RS_GCF_000721255.1 3684 2810 6494
RS_GCF_000470315.1 1393 1906 3299
RS_GCF_000233955.1 2063 1320 3383
RS_GCF_001423135.1 1700 1936 3636
RS_GCF_000363985.1 1821 2211 4032
RS_GCF_000177075.1 1540 1041 2581
RS_GCF_000718475.1 4297 3707 8004
RS_GCF_000760095.1 955 963 1918
RS_GCF_000414115.1 4202 3425 7627
RS_GCF_001294335.1 4585 3527 8112
RS_GCF_000611675.1 1734 1427 3161
RS_GCF_000257745.1 1755 2524 4279
RS_GCF_000739655.1 4837 2241 7078
RS_GCF_000146305.1 698 2551 3249
RS_GCF_000784835.1 667 1164 1831
RS_GCF_000612505.1 2065 2800 4865
RS_GCF_000787775.1 4313 3173 7486
RS_GCF_001306995.1 1464 1761 3225
RS_GCF_000425825.1 764 1423 2187
RS_GCF_000741695.1 1067 1134 2201
RS_GCF_000495435.3 1730 2024 3754
RS_GCF_000377405.1 1069 1529 2598
RS_GCF_000285495.1 1403 2103 3506
RS_GCF_000526995.1 2481 3231 5712
RS_GCF_001419985.1 1752 1956 3708
RS_GCF_000190695.1 975 1180 2155
RS_GCF_000712055.1 2377 1342 3719
RS_GCF_000197735.1 1791 1939 3730
RS_GCF_000012645.1 947 975 1922
RS_GCF_000374385.1 2301 2483 4784
RS_GCF_001404975.1 1565 1539 3104
RS_GCF_000169015.1 2034 1646 3680
RS_GCF_001187685.1 2179 1448 3627
RS_GCF_000161375.1 2704 2991 5695
RS_GCF_000801145.1 601 1600 2201
RS_GCF_000981585.1 3104 3597 6701
RS_GCF_000467935.1 955 1061 2016
RS_GCF_000283315.1 3078 3166 6244
RS_GCF_000705255.1 858 1054 1912
RS_GCF_000599985.1 970 1811 2781
RS_GCF_000309945.1 2869 2104 4973
RS_GCF_001428005.1 2831 2730 5561
RS_GCF_000374105.1 1030 1439 2469
RS_GCF_000340335.1 4274 3472 7746
RS_GCF_000300095.1 2904 3865 6769
RS_GCF_000224615.1 1484 975 2459
RS_GCF_000473995.1 2099 2294 4393
RS_GCF_000720645.1 4491 3037 7528
RS_GCF_000378145.1 1785 2259 4044
RS_GCF_000348925.1 2525 1708 4233
RS_GCF_000217635.1 32 364 396
RS_GCF_000410515.1 1388 3433 4821
RS_GCF_000245755.1 782 1083 1865
RS_GCF_000425485.1 2055 1348 3403
RS_GCF_000286315.1 1605 2190 3795
RS_GCF_000661955.1 1902 2130 4032
RS_GCF_000949955.1 1584 2525 4109
RS_GCF_001426965.1 1577 2044 3621
RS_GCF_000526595.1 1856 1886 3742
RS_GCF_000183365.1 1037 610 1647
RS_GCF_000510915.2 2142 3296 5438
RS_GCF_001418345.1 812 1475 2287
RS_GCF_000469625.2 2206 2539 4745
RS_GCF_000506245.1 2715 2809 5524
RS_GCF_000799945.1 2923 3519 6442
RS_GCF_000368785.1 1183 1568 2751
RS_GCF_000143765.1 2506 1868 4374
RS_GCF_000520955.1 2767 1544 4311
RS_GCF_000239355.1 1258 1267 2525
RS_GCF_000373565.1 4439 3845 8284
RS_GCF_000482585.1 3153 2923 6076
RS_GCF_000442555.1 3053 2892 5945
RS_GCF_000751595.1 1248 1134 2382
RS_GCF_000224925.1 1557 1761 3318
RS_GCF_000383615.1 5342 4192 9534
RS_GCF_000215085.1 1919 2001 3920
RS_GCF_000241265.1 1821 1888 3709
RS_GCF_001423645.1 1646 1836 3482
RS_GCF_000428965.1 1264 1143 2407
RS_GCF_000424345.1 1708 1706 3414
RS_GCF_000685275.1 1689 1770 3459
RS_GCF_000942395.1 1634 1829 3463
RS_GCF_000188175.1 777 1209 1986
RS_GCF_000311985.1 658 902 1560
RS_GCF_000014445.1 756 1276 2032
RS_GCF_000729995.1 4112 5053 9165
RS_GCF_000183325.1 1152 1133 2285
RS_GCF_000832025.1 1617 2279 3896
RS_GCF_000813725.1 2226 2582 4808
RS_GCF_000786645.1 1619 2204 3823
RS_GCF_000687975.1 1444 1303 2747
RS_GCF_000255655.1 4639 2218 6857
RS_GCF_000586015.1 945 849 1794
RS_GCF_000153005.1 1703 2520 4223
RS_GCF_000248015.1 1034 3113 4147
RS_GCF_000016365.1 2600 3126 5726
RS_GCF_000186385.1 1607 1695 3302
RS_GCF_000759065.1 873 1412 2285
RS_GCF_000717715.1 4832 3231 8063
RS_GCF_000442275.2 1678 1915 3593
RS_GCF_000373665.1 4528 3405 7933
RS_GCF_000016645.1 3148 2051 5199
RS_GCF_001406815.1 1642 1529 3171
RS_GCF_000332335.1 4399 2489 6888
RS_GCF_000698575.1 3223 3999 7222
RS_GCF_000239975.1 1052 3445 4497
RS_GCF_000741625.1 926 1070 1996
RS_GCF_000484695.1 2613 2212 4825
RS_GCF_000717735.1 4208 3186 7394
RS_GCF_000503215.1 2260 3588 5848
RS_GCF_001306455.1 2204 1672 3876
RS_GCF_000259505.1 645 1119 1764
RS_GCF_000833045.1 2741 3128 5869
RS_GCF_000162575.1 592 984 1576
RS_GCF_001413955.1 2106 1497 3603
RS_GCF_000475255.1 1288 2004 3292
RS_GCF_000213255.1 1342 1627 2969
RS_GCF_000621765.1 1590 1176 2766
RS_GCF_000423025.1 1266 1803 3069
RS_GCF_000153165.2 1880 1526 3406
RS_GCF_000353425.1 885 1812 2697
RS_GCF_000152845.1 2287 2390 4677
RS_GCF_000372825.1 2203 2066 4269
RS_GCF_000235445.1 1205 1124 2329
RS_GCF_000445145.1 2462 2279 4741
RS_GCF_000815295.1 1276 2654 3930
RS_GCF_000271485.2 1879 2760 4639
RS_GCF_000260795.1 1447 1192 2639
RS_GCF_000398925.1 1588 1522 3110
RS_GCF_000227355.1 1381 650 2031
RS_GCF_000477915.1 1031 1359 2390
RS_GCF_000711975.1 1257 1385 2642
RS_GCF_000512205.2 3244 2900 6144
RS_GCF_000145235.1 3429 2867 6296
RS_GCF_001044575.1 2605 2983 5588
RS_GCF_000335475.2 6246 3761 10007
RS_GCF_000708655.1 856 1483 2339
RS_GCF_000196535.1 842 998 1840
RS_GCF_000328705.1 4809 3630 8439
RS_GCF_000169435.1 1764 1788 3552
RS_GCF_000253095.1 1055 608 1663
RS_GCF_000758765.1 731 1062 1793
RS_GCF_000008465.1 950 1708 2658
RS_GCF_000223215.1 1619 1273 2892
RS_GCF_000067165.1 6337 3314 9651
RS_GCF_001244735.1 1537 2213 3750
RS_GCF_000417715.1 448 537 985
RS_GCF_000711305.1 1029 1456 2485
RS_GCF_000202835.1 1601 2288 3889
RS_GCF_000507145.1 1385 2681 4066
RS_GCF_001305515.1 2810 2941 5751
RS_GCF_000934625.1 734 1127 1861
RS_GCF_000798935.2 1408 1902 3310
RS_GCF_000964065.1 1768 2570 4338
RS_GCF_000967955.1 2552 3533 6085
RS_GCF_000222625.1 1961 2552 4513
RS_GCF_000762925.1 978 961 1939
RS_GCF_001010765.1 2365 1418 3783
RS_GCF_000521655.1 483 1590 2073
RS_GCF_000731795.1 169 816 985
RS_GCF_000382265.1 1782 1891 3673
RS_GCF_000379845.1 1076 1211 2287
RS_GCF_000014805.1 1469 2719 4188
RS_GCF_000724705.2 1718 2184 3902
RS_GCF_000025125.1 422 773 1195
RS_GCF_000718935.1 4703 3334 8037
RS_GCF_000702685.1 1308 1193 2501
RS_GCF_000701985.1 2201 1708 3909
RS_GCF_000689255.1 2647 3354 6001
RS_GCF_000281065.1 1923 2359 4282
RS_GCF_000176515.1 1248 2331 3579
RS_GCF_000619845.1 1487 1561 3048
RS_GCF_000550785.1 1329 1561 2890
RS_GCF_001426255.1 2433 2692 5125
RS_GCF_000565015.1 816 813 1629
RS_GCF_000195855.1 2585 1412 3997
RS_GCF_000410575.1 2822 3568 6390
RS_GCF_000473365.1 2611 1908 4519
RS_GCF_000568675.1 863 575 1438
RS_GCF_001422645.1 1705 2040 3745
RS_GCF_000648615.1 1194 1921 3115
RS_GCF_001078575.1 2599 2948 5547
RS_GCF_000175115.2 2223 2262 4485
RS_GCF_000425445.1 2292 1822 4114
RS_GCF_000829965.1 1129 3847 4976
RS_GCF_000738765.1 1300 3184 4484
RS_GCF_001426945.1 2116 2425 4541
RS_GCF_000518585.1 2178 2682 4860
RS_GCF_000755385.1 3260 3699 6959
RS_GCF_000379705.1 622 1010 1632
RS_GCF_000765825.1 1119 922 2041
RS_GCF_000507845.1 1033 910 1943
RS_GCF_000374285.1 818 1679 2497
RS_GCF_000184685.1 1649 2006 3655
RS_GCF_000686125.1 1919 1275 3194
RS_GCF_000174175.1 1253 1069 2322
RS_GCF_001404985.1 2603 1889 4492
RS_GCF_000024465.1 1084 1516 2600
RS_GCF_000469585.1 1146 1398 2544
RS_GCF_000815225.1 583 949 1532
RS_GCF_001276715.1 3731 2048 5779
RS_GCF_000698865.1 2675 3679 6354
RS_GCF_000586615.1 2311 1486 3797
RS_GCF_000424385.1 2217 1747 3964
RS_GCF_000622085.1 1959 1505 3464
RS_GCF_000769115.1 898 927 1825
RS_GCF_001278905.1 965 3709 4674
RS_GCF_000718955.1 4487 3340 7827
RS_GCF_000740275.1 1151 1986 3137
RS_GCF_001418105.1 2173 1534 3707
RS_GCF_000425525.1 1694 2067 3761
RS_GCF_000009745.1 1905 2732 4637
RS_GCF_000722875.1 2280 2209 4489
RS_GCF_000832075.1 1514 1297 2811
RS_GCF_000770925.1 819 1012 1831
RS_GCF_000576615.1 1155 1609 2764
RS_GCF_001298465.1 826 1024 1850
RS_GCF_000155695.1 2711 1983 4694
RS_GCF_000598085.1 1158 1736 2894
RS_GCF_000374945.1 1927 2344 4271
RS_GCF_000478605.2 3022 2577 5599
RS_GCF_000764735.1 963 3634 4597
RS_GCF_000744885.1 1001 1312 2313
RS_GCF_000734965.1 1475 3236 4711
RS_GCF_000785785.1 823 1448 2271
RS_GCF_000466945.1 1988 2051 4039
RS_GCF_000495775.1 2450 2082 4532
RS_GCF_000403215.1 4394 2107 6501
RS_GCF_000316625.1 3122 2343 5465
RS_GCF_001027925.1 3726 1850 5576
RS_GCF_000953475.1 1133 1119 2252
RS_GCF_000372745.1 5761 4231 9992
RS_GCF_000720175.1 4573 3534 8107
RS_GCF_000235485.1 671 1120 1791
RS_GCF_000017865.1 768 1316 2084
RS_GCF_000169455.1 2079 2310 4389
RS_GCF_001423695.1 1911 2086 3997
RS_GCF_000702825.1 1653 1335 2988
RS_GCF_000248055.1 2153 2363 4516
RS_GCF_000734975.2 1990 2890 4880
RS_GCF_000282575.1 1845 2671 4516
RS_GCF_000719135.1 3226 2727 5953
RS_GCF_000519125.1 1630 1631 3261
RS_GCF_000736515.1 1187 1063 2250
RS_GCF_000178995.1 1887 1937 3824
RS_GCF_000315525.1 2598 2465 5063
RS_GCF_000021285.1 845 1159 2004
RS_GCF_001280945.1 1773 2476 4249
RS_GCF_000685215.1 1688 1805 3493
RS_GCF_000716945.1 3730 3287 7017
RS_GCF_001074635.1 699 1185 1884
RS_GCF_000818355.1 2145 2904 5049
RS_GCF_000263215.1 988 2909 3897
RS_GCF_000300535.1 1298 2394 3692
RS_GCF_000818575.1 3055 4095 7150
RS_GCF_000772535.1 508 1886 2394
RS_GCF_000695625.1 4518 4063 8581
RS_GCF_000019145.1 2803 2681 5484
RS_GCF_000154385.1 1551 1337 2888
RS_GCF_001262055.1 765 997 1762
RS_GCF_000213615.1 1032 1469 2501
RS_GCF_000474725.1 3698 3156 6854
RS_GCF_000700005.1 3648 2817 6465
RS_GCF_000291685.1 1704 2408 4112
RS_GCF_000018045.1 856 3433 4289
RS_GCF_000176235.1 1655 2567 4222
RS_GCF_000496855.1 1559 2327 3886
RS_GCF_000496285.1 2266 2810 5076
RS_GCF_000018265.1 2669 2415 5084
RS_GCF_001190015.1 1759 1614 3373
RS_GCF_000493815.1 938 1305 2243
RS_GCF_000720795.1 4477 3344 7821
RS_GCF_000759435.1 2358 2778 5136
RS_GCF_000024085.1 1145 1493 2638
RS_GCF_000993785.2 2782 2594 5376
RS_GCF_000214095.2 1661 1592 3253
RS_GCF_000241055.1 708 1129 1837
RS_GCF_000426385.1 1813 1902 3715
RS_GCF_000008565.1 1644 1604 3248
RS_GCF_000147695.2 1069 1742 2811
RS_GCF_000022625.1 1176 1976 3152
RS_GCF_000364725.1 31 414 445
RS_GCF_000183545.2 1008 1363 2371
RS_GCF_000179775.1 1651 1792 3443
RS_GCF_000230275.1 1084 1285 2369
RS_GCF_001042695.1 647 822 1469
RS_GCF_000178375.1 1119 550 1669
RS_GCF_000294595.1 1573 1793 3366
RS_GCF_000314935.1 2233 2639 4872
RS_GCF_000008165.1 2526 2945 5471
RS_GCF_000963495.1 2111 3464 5575
RS_GCF_000217655.1 461 526 987
RS_GCF_000705355.1 2241 2636 4877
RS_GCF_001422925.1 1959 2187 4146
RS_GCF_000982825.1 1306 3132 4438
RS_GCF_000472185.1 1360 1813 3173
RS_GCF_000421485.1 686 991 1677
RS_GCF_000017245.1 495 1643 2138
RS_GCF_000014905.1 5109 3096 8205
RS_GCF_000411475.1 602 1052 1654
RS_GCF_000787695.1 1939 2211 4150
RS_GCF_000026205.1 201 304 505
RS_GCF_000014525.1 1224 1625 2849
RS_GCF_000185365.1 720 1523 2243
RS_GCF_000264375.1 1724 1901 3625
RS_GCF_000259095.1 2103 2281 4384
RS_GCF_000374245.1 1730 2198 3928
RS_GCF_000264435.2 1714 2681 4395
RS_GCF_000286415.1 2425 3850 6275
RS_GCF_000964795.1 362 589 951
RS_GCF_000745175.1 1455 1657 3112
RS_GCF_000171335.1 954 1070 2024
RS_GCF_000011985.1 745 1133 1878
RS_GCF_001281045.1 1407 716 2123
RS_GCF_000022085.1 4998 3636 8634
RS_GCF_001428565.1 2412 2338 4750
RS_GCF_001280005.1 4688 3520 8208
RS_GCF_000814325.1 2007 1699 3706
RS_GCF_000006985.1 820 1188 2008
RS_GCF_001424125.1 1892 1981 3873
RS_GCF_001368795.1 3144 3204 6348
RS_GCF_000747685.1 2250 1389 3639
RS_GCF_000261025.1 1382 948 2330
RS_GCF_000855665.1 1075 1493 2568
RS_GCF_000767165.1 1549 1492 3041
RS_GCF_000007205.1 492 563 1055
RS_GCF_000737235.1 2542 3553 6095
RS_GCF_001315785.1 2346 1530 3876
RS_GCF_000819745.1 1486 2673 4159
RS_GCF_001017175.1 3541 2993 6534
RS_GCF_000373905.1 1899 2417 4316
RS_GCF_000657795.2 1493 2690 4183
RS_GCF_000143165.1 772 947 1719
RS_GCF_000497405.1 2977 2391 5368
RS_GCF_000241895.1 999 1297 2296
RS_GCF_001280305.1 1761 1479 3240
RS_GCF_001281695.1 2847 1525 4372
RS_GCF_000304315.1 1926 1695 3621
RS_GCF_000050405.1 392 581 973
RS_GCF_000828125.2 753 689 1442
RS_GCF_001424225.1 1587 1726 3313
RS_GCF_000159015.1 562 923 1485
RS_GCF_000517365.1 1258 675 1933
RS_GCF_000510425.1 723 913 1636
RS_GCF_000614935.1 2564 2856 5420
RS_GCF_001183965.1 1669 2386 4055
RS_GCF_000525675.1 1579 1229 2808
RS_GCF_000159095.1 862 1099 1961
RS_GCF_000008985.1 825 1206 2031
RS_GCF_000504105.1 830 1270 2100
RS_GCF_000722635.1 3030 2460 5490
RS_GCF_000379005.1 3236 3711 6947
RS_GCF_001010805.1 1358 1874 3232
RS_GCF_000376665.1 1421 1657 3078
RS_GCF_000230915.1 2901 3238 6139
RS_GCF_000482705.1 2446 2124 4570
RS_GCF_000454725.1 409 557 966
RS_GCF_000719365.1 4345 3471 7816
RS_GCF_000720845.1 4230 3465 7695
RS_GCF_001277345.1 2745 2936 5681
RS_GCF_000831485.1 628 1350 1978
RS_GCF_001403875.1 2430 2761 5191
RS_GCF_000760695.2 6396 3371 9767
RS_GCF_000218565.1 1863 1846 3709
RS_GCF_000427665.1 2167 3002 5169
RS_GCF_000092985.1 2868 2689 5557
RS_GCF_000824805.1 2922 3274 6196
RS_GCF_000298235.1 1959 2478 4437
RS_GCF_000717185.1 4360 3190 7550
RS_GCF_000598105.1 1165 1728 2893
RS_GCF_000819805.1 1270 2452 3722
RS_GCF_000013345.1 2739 2044 4783
RS_GCF_000585415.1 1278 1306 2584
RS_GCF_000383595.1 4288 3482 7770
RS_GCF_000499785.1 2701 1678 4379
RS_GCF_001424305.1 2342 1821 4163
RS_GCF_000368765.1 1311 1802 3113
RS_GCF_000772655.1 2165 2851 5016
RS_GCF_000317975.2 1555 1912 3467
RS_GCF_000373585.1 4221 3368 7589
RS_GCF_001247655.1 1636 2349 3985
RS_GCF_000368865.1 1315 1796 3111
RS_GCF_000143885.2 2614 2708 5322
