Prokka_unannotated Prokka_annotated Prokka_CDSs KEGG_unannotated KEGG_annotated Pfam_unannotated Pfam_annotated KEGG_Pfam_CDSs
RS_GCF_000015665.1 938 963 1901 831 1070 489 1412 1901
RS_GCF_000513935.1 3001 3100 6101 2570 3599 1051 5118 6169
RS_GCF_000024665.1 1949 1175 3124 1758 1368 882 2244 3126
RS_GCF_001426905.1 2441 2218 4659 2059 2605 893 3771 4664
RS_GCF_000180175.2 1927 3166 5093 1888 3206 1027 4067 5094
RS_GCF_000478505.2 2322 3017 5339 2033 3311 990 4354 5344
RS_GCF_000354175.2 1770 2806 4576 1509 3067 564 4012 4576
RS_GCF_000735535.1 1914 1571 3485 1791 1770 794 2767 3561
RS_GCF_000269985.1 4387 3222 7609 4032 3579 1818 5793 7611
RS_GCF_000148525.1 760 1166 1926 698 1248 252 1694 1946
RS_GCF_001423125.1 2038 2420 4458 1676 2792 668 3800 4468
RS_GCF_000506865.1 1068 1566 2634 1204 1522 538 2188 2726
RS_GCF_000159135.1 1188 1386 2574 1131 1506 614 2023 2637
RS_GCF_000482845.1 977 1193 2170 1075 1199 520 1754 2274
RS_GCF_000024785.1 2420 2583 5003 2389 2615 1019 3985 5004
RS_GCF_000379445.1 1374 1351 2725 1305 1454 706 2053 2759
RS_GCF_000147355.1 1017 1145 2162 802 1360 395 1767 2162
RS_GCF_000344175.1 1203 1851 3054 1430 1666 561 2535 3096
RS_GCF_000685055.1 3702 4277 7979 3198 4828 1568 6458 8026
RS_GCF_000514615.1 2604 2379 4983 2377 2606 1106 3877 4983
RS_GCF_000744575.1 3025 3292 6317 2464 3877 1037 5304 6341
RS_GCF_000379665.1 2306 1559 3865 2166 1706 895 2977 3872
RS_GCF_000430585.1 1258 1927 3185 1197 2029 545 2681 3226
RS_GCF_000314555.1 855 1506 2361 907 1477 370 2014 2384
RS_GCF_000025885.1 703 1210 1913 571 1343 233 1681 1914
RS_GCF_000737535.1 1766 1247 3013 1587 1426 970 2043 3013
RS_GCF_000335715.1 1383 2093 3476 1096 2402 402 3096 3498
RS_GCF_000526355.1 2136 1634 3770 1964 1808 863 2909 3772
RS_GCF_000299115.1 485 1008 1493 359 1134 153 1340 1493
RS_GCF_000090875.1 991 1342 2333 840 1501 433 1908 2341
RS_GCF_000379465.1 3788 4323 8111 3715 4423 1434 6704 8138
RS_GCF_000513895.1 2712 3182 5894 2297 3638 941 4994 5935
RS_GCF_000772695.1 2093 2152 4245 1798 2471 893 3376 4269
RS_GCF_000753835.1 1095 1925 3020 1171 1859 440 2590 3030
RS_GCF_000314835.2 1186 2839 4025 1258 2768 507 3519 4026
RS_GCF_000426605.1 1111 1450 2561 1040 1569 505 2104 2609
RS_GCF_000283615.1 915 1602 2517 867 1650 335 2182 2517
RS_GCF_000744555.1 2396 1972 4368 2242 2129 806 3565 4371
RS_GCF_000968135.1 1860 1945 3805 1524 2283 737 3070 3807
RS_GCF_000245355.1 5109 4133 9242 4843 4403 2086 7160 9246
RS_GCF_000734015.1 646 1098 1744 522 1222 213 1531 1744
RS_GCF_000299455.1 1403 3762 5165 1510 3659 567 4602 5169
RS_GCF_000143845.1 747 1028 1775 602 1173 274 1501 1775
RS_GCF_000511405.1 1720 2308 4028 1653 2375 841 3187 4028
RS_GCF_000760355.1 932 974 1906 824 1090 506 1408 1914
RS_GCF_000743945.1 521 1149 1670 403 1268 198 1473 1671
RS_GCF_000017425.1 1797 2305 4102 1751 2351 713 3389 4102
RS_GCF_000384435.1 949 1460 2409 738 1672 297 2113 2410
RS_GCF_000321105.1 2052 1864 3916 1961 2222 914 3269 4183
RS_GCF_000621445.1 2203 2631 4834 2117 2740 960 3897 4857
RS_GCF_000247475.1 2515 2688 5203 2235 3166 874 4527 5401
RS_GCF_001281115.1 1619 1911 3530 1419 2111 640 2890 3530
RS_GCF_000026505.1 1194 1638 2832 1113 1719 524 2308 2832
RS_GCF_000369065.1 1396 1912 3308 1256 2056 612 2700 3312
RS_GCF_000424305.1 1225 1337 2562 1108 1467 458 2117 2575
RS_GCF_000429825.1 1882 2688 4570 1814 2856 757 3913 4670
RS_GCF_000712185.1 785 465 1250 256 377 163 470 633
RS_GCF_000371965.1 1805 2325 4130 1458 2677 648 3487 4135
RS_GCF_000745015.1 3301 4119 7420 2761 4658 1111 6308 7419
RS_GCF_000315425.1 2361 2859 5220 2076 3150 780 4446 5226
RS_GCF_000021725.1 732 1005 1737 567 1170 273 1464 1737
RS_GCF_000368925.1 2376 2269 4645 2184 2462 1231 3415 4646
RS_GCF_000720675.1 3503 3242 6745 3248 3569 1305 5512 6817
RS_GCF_000956575.1 1571 1913 3484 1386 2125 532 2979 3511
RS_GCF_000423885.1 1242 1638 2880 1000 1921 417 2504 2921
RS_GCF_001418335.1 4528 3591 8119 4291 4021 1804 6508 8312
RS_GCF_000741165.1 1342 1225 2567 1183 1415 572 2026 2598
RS_GCF_001427525.1 1649 2080 3729 1382 2347 534 3195 3729
RS_GCF_000428585.1 2758 2187 4945 2831 2481 1466 3846 5312
RS_GCF_000507105.1 1211 2733 3944 1354 2609 497 3466 3963
RS_GCF_000801835.1 2120 3425 5545 1774 3779 694 4859 5553
RS_GCF_000403375.2 1721 2579 4300 1520 2783 565 3738 4303
RS_GCF_000213575.1 1885 1519 3404 1799 1625 756 2668 3424
RS_GCF_000621705.1 2266 1990 4256 2140 2126 907 3359 4266
RS_GCF_001426725.1 2056 2040 4096 1817 2282 701 3398 4099
RS_GCF_000719415.1 4022 3081 7103 3762 3462 1656 5568 7224
RS_GCF_000018065.1 1002 984 1986 889 1097 541 1445 1986
RS_GCF_000316665.1 4158 2689 6847 4005 2843 1800 5048 6848
RS_GCF_001426065.1 1915 2497 4412 1823 2601 687 3737 4424
RS_GCF_000192745.1 2053 2373 4426 1585 2841 625 3801 4426
RS_GCF_000007645.1 748 1603 2351 789 1565 313 2041 2354
RS_GCF_000008245.1 844 494 1338 295 415 221 489 710
RS_GCF_000316945.1 757 1617 2374 875 1585 354 2106 2460
RS_GCF_000238995.1 1699 308 2007 910 272 895 287 1182
RS_GCF_000941075.1 1128 502 1630 326 417 237 506 743
RS_GCF_000832125.1 2580 1926 4506 2394 2122 1016 3500 4516
RS_GCF_000775915.1 3071 1911 4982 3028 1966 1500 3494 4994
RS_GCF_000428685.1 1213 1356 2569 1046 1557 489 2114 2603
RS_GCF_000279165.1 1422 2415 3837 1093 2745 390 3448 3838
RS_GCF_000295715.1 768 1745 2513 881 1649 302 2228 2530
RS_GCF_000703065.1 1730 1345 3075 1694 1385 685 2394 3079
RS_GCF_000091785.1 1828 1721 3549 1691 1858 988 2561 3549
RS_GCF_000282535.1 1988 3194 5182 1727 3512 654 4585 5239
RS_GCF_000412185.1 1665 1530 3195 1412 1800 579 2633 3212
RS_GCF_000511795.1 1002 1370 2372 961 1442 444 1959 2403
RS_GCF_001050135.1 2920 2017 4937 2701 2236 1119 3818 4937
RS_GCF_000185285.1 953 1068 2021 863 1161 414 1610 2024
RS_GCF_001316435.1 864 1326 2190 777 1427 310 1894 2204
RS_GCF_000301035.1 643 1067 1710 613 1097 239 1471 1710
RS_GCF_000155675.2 2768 2538 5306 2484 2823 1295 4012 5307
RS_GCF_000008405.1 836 480 1316 289 392 222 459 681
RS_GCF_000293885.2 2651 3693 6344 2232 4112 934 5410 6344
RS_GCF_000478825.2 1877 1630 3507 1662 1848 807 2703 3510
RS_GCF_000729985.1 1565 1282 2847 1445 1405 681 2169 2850
RS_GCF_000284595.1 2102 2218 4320 1749 2571 761 3559 4320
RS_GCF_000585115.1 1017 1232 2249 862 1401 419 1844 2263
RS_GCF_000209515.1 1249 1508 2757 1337 1704 594 2447 3041
RS_GCF_000771185.1 1016 1229 2245 875 1403 405 1873 2278
RS_GCF_000266945.1 3058 2563 5621 2864 2762 1495 4131 5626
RS_GCF_000350105.1 1063 1168 2231 1058 1190 583 1665 2248
RS_GCF_000425765.1 1677 2776 4453 1372 3100 578 3894 4472
RS_GCF_000015645.1 912 979 1891 813 1078 478 1413 1891
RS_GCF_001070805.1 876 1170 2046 839 1252 373 1718 2091
RS_GCF_001320045.1 1922 3057 4979 1577 3413 641 4349 4990
RS_GCF_000379365.1 1540 1197 2737 1373 1373 814 1932 2746
RS_GCF_000423785.1 630 1355 1985 698 1387 290 1795 2085
RS_GCF_000725785.1 4136 3719 7855 3923 4033 1596 6360 7956
RS_GCF_001426485.1 1726 1929 3655 1515 2141 641 3015 3656
RS_GCF_000308615.1 4905 4735 9640 4830 4866 2168 7528 9696
RS_GCF_000970885.2 1890 2296 4186 2011 2238 852 3397 4249
RS_GCF_000527075.1 2105 2409 4514 1945 2563 792 3716 4508
RS_GCF_000309075.1 613 681 1294 845 659 436 1068 1504
RS_GCF_000515215.1 2701 2285 4986 2345 2642 1190 3797 4987
RS_GCF_000472525.1 3213 3756 6969 2844 4212 1320 5736 7056
RS_GCF_000430865.1 2173 1806 3979 1884 2120 1013 2991 4004
RS_GCF_000428885.1 1375 1531 2906 1234 1689 466 2457 2923
RS_GCF_000583695.1 1723 2237 3960 2141 1846 894 3093 3987
RS_GCF_000317695.1 3854 2337 6191 3689 2508 1804 4393 6197
RS_GCF_000746095.1 964 1386 2350 803 1571 358 2016 2374
RS_GCF_000090405.2 1745 1486 3231 1575 1653 738 2490 3228
RS_GCF_000006965.1 2767 3535 6302 2219 4084 906 5397 6303
RS_GCF_000420165.1 1141 1529 2670 862 1818 346 2334 2680
RS_GCF_000744155.1 1153 1491 2644 1049 1602 454 2197 2651
RS_GCF_000317615.1 2043 1555 3598 1840 1760 857 2743 3600
RS_GCF_000496075.1 1819 2242 4061 1465 2616 510 3571 4081
RS_GCF_000210055.1 2403 1218 3621 2283 1337 1456 2164 3620
RS_GCF_000422445.1 2053 2343 4396 1931 2487 793 3625 4418
RS_GCF_000612865.1 1470 2197 3667 1375 2294 562 3107 3669
RS_GCF_000214235.1 1417 3558 4975 1365 3610 474 4501 4975
RS_GCF_000161895.2 524 988 1512 524 990 214 1300 1514
RS_GCF_000092585.1 1115 532 1647 384 423 233 574 807
RS_GCF_001042895.1 1654 2950 4604 1359 3251 526 4084 4610
RS_GCF_000568615.1 2341 2435 4776 1948 2851 811 3988 4799
RS_GCF_000807295.1 364 466 830 273 557 175 655 830
RS_GCF_000413895.1 1580 2031 3611 1439 2180 718 2901 3619
RS_GCF_000378225.1 1118 1568 2686 856 1839 389 2306 2695
RS_GCF_000092505.1 840 1247 2087 730 1359 335 1754 2089
RS_GCF_000876675.1 2982 2882 5864 2633 3263 1087 4809 5896
RS_GCF_000488195.1 2049 2189 4238 1931 2316 992 3255 4247
RS_GCF_000022565.1 1720 1649 3369 1470 1900 668 2702 3370
RS_GCF_000367925.1 1482 1840 3322 1298 2028 644 2682 3326
RS_GCF_000381985.1 1699 2107 3806 1353 2477 553 3277 3830
RS_GCF_000315015.1 1939 2439 4378 1769 2659 704 3724 4428
RS_GCF_000721035.1 3492 3073 6565 3261 3413 1335 5339 6674
RS_GCF_000334215.1 830 1710 2540 674 1875 251 2298 2549
RS_GCF_001417955.2 3331 3561 6892 3742 3302 1515 5529 7044
RS_GCF_001021715.1 1305 1567 2872 1171 1704 497 2378 2875
RS_GCF_000379145.1 4822 4136 8958 4216 4745 2001 6960 8961
RS_GCF_000055785.1 1046 2275 3321 779 2543 289 3033 3322
RS_GCF_000277125.1 2058 2978 5036 2189 2847 762 4274 5036
RS_GCF_000026125.1 1395 1868 3263 1100 2163 505 2758 3263
RS_GCF_000009205.1 1703 2122 3825 1570 2259 546 3283 3829
RS_GCF_000152705.1 2062 1963 4025 1850 2177 719 3308 4027
RS_GCF_001424165.1 2286 2409 4695 1905 2799 831 3873 4704
RS_GCF_000167195.1 3952 2675 6627 4336 2458 1962 4832 6794
RS_GCF_000740315.1 1165 1955 3120 931 2190 379 2742 3121
RS_GCF_000737555.1 1014 1580 2594 946 1648 427 2167 2594
RS_GCF_000967945.1 2436 3334 5770 2044 3740 873 4911 5784
RS_GCF_000019525.1 2348 2648 4996 2090 2906 876 4120 4996
RS_GCF_001021175.1 1032 1186 2218 905 1356 442 1819 2261
RS_GCF_000025845.1 1088 541 1629 289 468 209 548 757
RS_GCF_000195515.1 1415 2591 4006 1514 2492 643 3363 4006
RS_GCF_001010885.1 1650 2036 3686 1524 2192 641 3075 3716
RS_GCF_000332235.1 2462 1651 4113 2233 1881 1045 3069 4114
RS_GCF_000745475.1 2258 3011 5269 1757 3514 669 4602 5271
RS_GCF_000948415.1 1641 2258 3899 1272 2637 488 3421 3909
RS_GCF_000988225.1 1147 1411 2558 1145 1436 553 2028 2581
RS_GCF_000166395.1 2007 1648 3655 1842 1813 766 2889 3655
RS_GCF_000311925.1 1487 1124 2611 1376 1238 670 1944 2614
RS_GCF_000966355.1 2531 1398 3929 2859 875 2310 1424 3734
RS_GCF_001280205.1 1524 1550 3074 1297 1777 628 2446 3074
RS_GCF_000759445.1 2012 2966 4978 1661 3319 752 4228 4980
RS_GCF_000312305.1 2519 1092 3611 2550 1122 1597 2075 3672
RS_GCF_000184945.1 1450 1173 2623 1333 1305 663 1975 2638
RS_GCF_000421245.1 1553 1663 3216 1417 1822 660 2579 3239
RS_GCF_000411995.1 4499 4392 8891 4307 4639 1794 7152 8946
RS_GCF_000152885.1 918 1613 2531 810 1730 301 2239 2540
RS_GCF_000413055.1 1137 1150 2287 934 1354 422 1866 2288
RS_GCF_000270165.1 695 1313 2008 649 1362 242 1769 2011
RS_GCF_000364565.1 1280 1551 2831 1015 1843 428 2430 2858
RS_GCF_000296465.1 1586 1221 2807 1467 1340 694 2113 2807
RS_GCF_000426685.1 1672 2269 3941 1430 2528 497 3461 3958
RS_GCF_000499525.1 1691 2046 3737 1769 2074 725 3118 3843
RS_GCF_000166275.1 2266 1762 4028 2111 1918 751 3278 4029
RS_GCF_000427445.1 1947 1731 3678 1618 2059 815 2862 3677
RS_GCF_000800185.1 1185 2292 3477 888 2596 317 3167 3484
RS_GCF_000418305.1 1035 1574 2609 798 1815 352 2261 2613
RS_GCF_000168855.1 2406 3051 5457 2069 3389 839 4619 5458
RS_GCF_000422965.1 2074 2752 4826 1710 3140 635 4215 4850
RS_GCF_000426765.1 1147 2286 3433 978 2466 353 3091 3444
RS_GCF_000818395.1 2467 2558 5025 2136 2896 901 4131 5032
RS_GCF_000721515.1 4468 3485 7953 4222 3861 1785 6298 8083
RS_GCF_001428045.1 3268 3849 7117 3051 4080 1151 5980 7131
RS_GCF_001422375.1 2280 2057 4337 1949 2402 950 3401 4351
RS_GCF_000692275.1 1191 3496 4687 1213 3475 399 4289 4688
RS_GCF_000009945.1 420 574 994 377 617 220 774 994
RS_GCF_000378825.1 2532 2217 4749 2332 2421 1088 3665 4753
RS_GCF_000828675.1 794 1307 2101 611 1494 254 1851 2105
RS_GCF_000172175.1 2774 1943 4717 2678 2043 995 3726 4721
RS_GCF_000718785.1 3787 3208 6995 3487 3574 1468 5593 7061
RS_GCF_000419685.1 1539 1231 2770 1392 1386 620 2158 2778
RS_GCF_000307775.2 1916 2602 4518 1595 2924 659 3860 4519
RS_GCF_001278035.1 2269 2275 4544 1977 2567 862 3682 4544
RS_GCF_000421205.1 1458 1034 2492 1367 1154 634 1887 2521
RS_GCF_001021085.1 421 655 1076 334 743 219 858 1077
RS_GCF_000403335.2 3024 1636 4660 2901 1773 1450 3224 4674
RS_GCF_000365425.1 2454 2292 4746 2123 2622 1020 3725 4745
RS_GCF_000336555.1 2031 2164 4195 1662 2533 703 3492 4195
RS_GCF_000018085.1 1419 3648 5067 1368 3699 463 4604 5067
RS_GCF_000949475.1 2609 2096 4705 2463 2257 954 3766 4720
RS_GCF_000007125.1 1201 1951 3152 934 2218 393 2759 3152
RS_GCF_000383095.1 1727 1954 3681 1357 2337 570 3124 3694
RS_GCF_000421745.1 1048 1288 2336 912 1455 433 1934 2367
RS_GCF_000209445.1 1253 1449 2702 1170 1538 489 2219 2708
RS_GCF_000020265.1 2909 3172 6081 2382 3700 984 5098 6082
RS_GCF_000426725.1 3249 1926 5175 3185 1995 1477 3703 5180
RS_GCF_000731295.1 2783 3377 6160 2227 3933 832 5328 6160
RS_GCF_000062885.1 3498 3781 7279 3371 3908 1340 5939 7279
RS_GCF_000710345.2 945 1466 2411 797 1617 317 2097 2414
RS_GCF_000308755.1 3669 3108 6777 3534 3247 1580 5201 6781
RS_GCF_000250655.1 3680 3806 7486 3399 4089 1465 6023 7488
RS_GCF_000479355.1 935 596 1531 249 487 167 569 736
RS_GCF_000007605.1 432 570 1002 387 616 227 776 1003
RS_GCF_000797495.1 2810 3017 5827 2566 3298 912 4952 5864
RS_GCF_000768065.1 2145 2191 4336 1769 2570 703 3636 4339
RS_GCF_000421105.1 1185 1534 2719 1053 1666 444 2275 2719
RS_GCF_000372445.1 916 1190 2106 849 1263 423 1689 2112
RS_GCF_000622325.1 1833 2187 4020 1442 2580 538 3484 4022
RS_GCF_001280925.1 965 3709 4674 1010 3664 285 4389 4674
RS_GCF_000019285.1 746 1228 1974 652 1325 304 1673 1977
RS_GCF_000621405.1 1361 1253 2614 1293 1357 546 2104 2650
RS_GCF_000013045.1 1582 1454 3036 1427 1609 696 2340 3036
RS_GCF_000746825.1 1071 1560 2631 980 1655 449 2186 2635
RS_GCF_000226255.1 1704 1721 3425 1460 2006 681 2785 3466
RS_GCF_001278845.1 1742 1354 3096 1527 1579 789 2317 3106
RS_GCF_000830155.1 1176 1697 2873 1059 1860 495 2424 2919
RS_GCF_000217835.1 1046 1927 2973 1020 1954 434 2540 2974
RS_GCF_000423105.1 1032 1719 2751 1007 1765 376 2396 2772
RS_GCF_000743705.1 1983 2220 4203 1627 2587 670 3544 4214
RS_GCF_000569055.1 843 1094 1937 699 1239 319 1619 1938
RS_GCF_000153805.1 1356 1158 2514 1175 1341 705 1811 2516
RS_GCF_000988015.1 1498 1576 3074 1197 1898 536 2559 3095
RS_GCF_000219585.1 1835 1724 3559 1674 1885 833 2726 3559
RS_GCF_000283015.1 1561 1402 2963 1417 1570 550 2437 2987
RS_GCF_000195995.1 1568 3495 5063 1728 3337 748 4317 5065
RS_GCF_001022255.1 1181 3473 4654 1222 3432 408 4246 4654
RS_GCF_000238355.1 1997 2307 4304 1753 2575 701 3627 4328
RS_GCF_000813415.1 1136 2289 3425 1004 2457 430 3031 3461
RS_GCF_000178155.2 2155 1429 3584 2080 1586 1047 2619 3666
RS_GCF_000158475.2 1030 1252 2282 976 1311 506 1781 2287
RS_GCF_000407525.1 1882 2329 4211 1799 2417 777 3439 4216
RS_GCF_000714715.1 1793 1360 3153 1818 1381 775 2424 3199
RS_GCF_001424585.1 1801 1312 3113 1672 1451 825 2298 3123
RS_GCF_000293865.1 1326 2006 3332 1071 2295 448 2918 3366
RS_GCF_000380285.1 925 576 1501 308 459 183 584 767
RS_GCF_000368045.1 1620 1861 3481 1475 2006 766 2715 3481
RS_GCF_000721495.1 4370 3162 7532 4183 3504 1824 5863 7687
RS_GCF_000238395.3 1832 2333 4165 1557 2608 645 3520 4165
RS_GCF_000833025.1 2073 1506 3579 1927 1653 937 2643 3580
RS_GCF_000192295.1 1451 1771 3222 1713 1744 767 2690 3457
RS_GCF_001262515.1 2107 3449 5556 1686 3851 580 4957 5537
RS_GCF_000381265.1 2801 3441 6242 2394 3893 912 5375 6287
RS_GCF_001074825.1 752 1160 1912 816 1238 355 1699 2054
RS_GCF_001429655.1 2303 2144 4447 2097 2356 777 3676 4453
RS_GCF_000801235.1 2322 3236 5558 2140 3566 835 4871 5706
RS_GCF_000019905.1 1232 1846 3078 1146 1933 492 2587 3079
RS_GCF_001075645.1 669 1081 1750 718 1111 304 1525 1829
RS_GCF_000943545.1 3057 2959 6016 3018 3146 1555 4609 6164
RS_GCF_000183665.1 477 657 1134 365 769 252 882 1134
RS_GCF_000264315.1 1520 1893 3413 1171 2275 485 2961 3446
RS_GCF_000427725.1 3344 3494 6838 2823 4053 1151 5725 6876
RS_GCF_000026145.1 3371 3304 6675 2779 3895 1251 5423 6674
RS_GCF_000022525.1 319 493 812 233 579 177 635 812
RS_GCF_000330705.1 966 1733 2699 888 1816 365 2339 2704
RS_GCF_000241125.1 920 549 1469 311 443 216 538 754
RS_GCF_000828875.1 3409 4711 8120 2856 5266 1273 6849 8122
RS_GCF_000733515.1 2115 2477 4592 2035 2557 975 3617 4592
RS_GCF_000234115.1 1170 962 2132 1133 1009 506 1636 2142
RS_GCF_000196155.1 2142 2737 4879 2100 2784 1005 3879 4884
RS_GCF_000060285.1 1010 1771 2781 949 1832 373 2408 2781
RS_GCF_000185845.1 1585 1083 2668 1492 1192 837 1847 2684
RS_GCF_000162875.1 721 1001 1722 616 1107 212 1511 1723
RS_GCF_000633395.1 2862 3759 6621 2509 4174 1023 5660 6683
RS_GCF_000465575.1 1862 2910 4772 1482 3297 519 4260 4779
RS_GCF_000332475.2 2307 1533 3840 2092 1771 1076 2787 3863
RS_GCF_000964385.1 1686 2126 3812 1722 2432 883 3271 4154
RS_GCF_001278365.1 1328 1590 2918 1196 1733 542 2387 2929
RS_GCF_000733125.1 1514 1622 3136 1235 1913 471 2677 3148
RS_GCF_001070855.1 669 994 1663 596 1072 267 1401 1668
RS_GCF_000373965.1 2181 2462 4643 1875 2782 863 3794 4657
RS_GCF_000166115.1 1608 1639 3247 1323 1925 629 2619 3248
RS_GCF_000465555.2 1182 3183 4365 1078 3299 391 3986 4377
RS_GCF_000018665.1 2812 3308 6120 2331 3791 1019 5103 6122
RS_GCF_000968195.1 1293 2358 3651 1240 2417 461 3196 3657
RS_GCF_000746385.1 2569 2983 5552 2109 3464 833 4740 5573
RS_GCF_001189415.1 95 209 304 132 223 83 272 355
RS_GCF_000413035.1 1303 1032 2335 1090 1245 522 1813 2335
RS_GCF_000700805.1 815 868 1683 735 951 316 1370 1686
RS_GCF_000815185.1 1922 2231 4153 1639 2515 671 3483 4154
RS_GCF_001424025.1 1517 1485 3002 1228 1779 541 2466 3007
RS_GCF_001421965.1 1863 1913 3776 1492 2301 698 3095 3793
RS_GCF_000194925.1 1030 1226 2256 874 1392 480 1786 2266
RS_GCF_001043025.1 1901 3133 5034 1583 3478 643 4418 5061
RS_GCF_000171095.1 1252 1515 2767 1256 1558 575 2239 2814
RS_GCF_000413455.1 659 1102 1761 629 1132 228 1533 1761
RS_GCF_000418325.1 7312 3666 10978 6741 4244 3695 7290 10985
RS_GCF_000420065.1 702 1005 1707 602 1110 275 1437 1712
RS_GCF_000633355.1 1812 3872 5684 1861 3912 757 5016 5773
RS_GCF_000236865.1 889 1045 1934 772 1177 344 1605 1949
RS_GCF_000800615.1 2091 3219 5310 1716 3601 654 4663 5317
RS_GCF_000219045.1 783 1178 1961 664 1297 320 1641 1961
RS_GCF_000717895.1 4807 4018 8825 4615 4353 1930 7038 8968
RS_GCF_000504245.1 2492 2611 5103 2310 2793 1043 4060 5103
RS_GCF_000183385.1 1076 601 1677 378 459 233 604 837
RS_GCF_000686145.1 1675 1781 3456 1591 1870 712 2749 3461
RS_GCF_000708675.1 1518 1960 3478 1257 2224 520 2961 3481
RS_GCF_000758905.1 534 831 1365 504 878 200 1182 1382
RS_GCF_000953695.1 1774 2393 4167 1511 2657 611 3557 4168
RS_GCF_000519345.1 3058 1790 4848 2934 1965 1828 3071 4899
RS_GCF_000306945.1 1265 2598 3863 1286 2577 374 3489 3863
RS_GCF_000949135.1 2874 3987 6861 2404 4516 934 5986 6920
RS_GCF_001319865.1 4099 4508 8607 4121 4897 1873 7145 9018
RS_GCF_000961155.1 2114 2305 4419 1714 2706 783 3637 4420
RS_GCF_000518265.1 4602 3650 8252 4380 3895 1926 6349 8275
RS_GCF_000158975.1 4589 2935 7524 4483 3041 2479 5045 7524
RS_GCF_000819865.1 1453 2614 4067 1223 2849 482 3590 4072
RS_GCF_000192225.1 1400 938 2338 1334 1028 720 1642 2362
RS_GCF_000253115.1 1588 1999 3587 1254 2333 546 3041 3587
RS_GCF_000275725.1 1167 2238 3405 981 2460 363 3078 3441
RS_GCF_000755985.1 2848 3475 6323 2311 4015 976 5350 6326
RS_GCF_000718775.1 4016 3398 7414 3980 3625 1698 5907 7605
RS_GCF_000006785.2 674 1102 1776 583 1193 233 1543 1776
RS_GCF_000519065.1 1331 1644 2975 1364 1801 556 2609 3165
RS_GCF_001069645.1 2088 2265 4353 1798 2577 812 3563 4375
RS_GCF_000590475.1 1672 2633 4305 1325 2981 469 3837 4306
RS_GCF_000708285.2 2847 1896 4743 2768 2045 1259 3554 4813
RS_GCF_000170915.1 1375 1786 3161 1214 1977 494 2697 3191
RS_GCF_000816425.1 615 931 1546 452 1094 253 1293 1546
RS_GCF_000160695.1 773 1268 2041 655 1388 295 1748 2043
RS_GCF_001425965.1 1919 1920 3839 1631 2208 662 3177 3839
RS_GCF_000974425.1 3486 2381 5867 3358 2510 1428 4440 5868
RS_GCF_000383295.1 1357 1590 2947 1191 1765 504 2452 2956
RS_GCF_000412335.2 1154 3282 4436 1120 3317 377 4060 4437
RS_GCF_000428465.1 2242 2333 4575 1827 2742 753 3816 4569
RS_GCF_000320365.1 714 1114 1828 547 1283 271 1559 1830
RS_GCF_000063605.1 1008 525 1533 347 430 244 533 777
RS_GCF_000382145.1 1082 1483 2565 966 1665 440 2191 2631
RS_GCF_001027955.1 1973 2084 4057 1828 2320 858 3290 4148
RS_GCF_000615975.1 2317 2588 4905 2479 2548 910 4117 5027
RS_GCF_000168295.1 552 895 1447 543 907 253 1197 1450
RS_GCF_001040865.1 1825 1579 3404 1683 1801 818 2666 3484
RS_GCF_000165815.1 1161 2445 3606 1028 2576 514 3090 3604
RS_GCF_000374925.1 1808 2147 3955 1591 2377 643 3325 3968
RS_GCF_000463115.2 1024 3144 4168 1044 3137 361 3820 4181
RS_GCF_000612825.1 3502 4185 7687 3449 4242 1423 6268 7691
RS_GCF_000717535.1 3578 3357 6935 3675 3266 1641 5300 6941
RS_GCF_000291515.1 2526 2782 5308 2493 2821 1033 4281 5314
RS_GCF_000011605.1 1383 3082 4465 1289 3177 477 3989 4466
RS_GCF_000196275.1 1429 1721 3150 1206 1950 630 2526 3156
RS_GCF_000709085.1 1100 1973 3073 1174 1970 448 2696 3144
RS_GCF_000314815.2 912 1290 2202 925 1279 362 1842 2204
RS_GCF_000306335.1 2212 1460 3672 2179 1558 1165 2572 3737
RS_GCF_001400735.1 2617 3137 5754 2292 3529 1036 4785 5821
RS_GCF_001190755.1 729 928 1657 592 1065 333 1324 1657
RS_GCF_000403495.2 2538 1768 4306 2388 1931 1147 3172 4319
RS_GCF_000565215.1 1216 688 1904 389 549 301 637 938
RS_GCF_000712295.1 1141 1416 2557 1030 1556 428 2158 2586
RS_GCF_000219215.1 3288 4526 7814 2771 5043 1117 6697 7814
RS_GCF_000464765.1 3201 1968 5169 3116 2063 1370 3809 5179
RS_GCF_000827635.1 1424 1049 2473 1552 967 730 1789 2519
RS_GCF_000162755.2 1986 1696 3682 1984 1734 1089 2629 3718
RS_GCF_001043175.1 1431 2225 3656 1129 2526 431 3224 3655
RS_GCF_001424545.1 1861 2541 4402 1544 2865 635 3774 4409
RS_GCF_000023905.1 1119 1179 2298 1015 1284 527 1772 2299
RS_GCF_001277355.1 2101 3219 5320 2117 3205 912 4410 5322
RS_GCF_000177055.1 1364 960 2324 1284 1071 633 1722 2355
RS_GCF_000222445.2 1052 1804 2856 1073 1848 467 2454 2921
RS_GCF_000753355.2 1453 1957 3410 1335 2078 515 2898 3413
RS_GCF_000196235.1 2175 2448 4623 1952 2670 835 3787 4622
RS_GCF_000177315.1 1098 963 2061 1063 1055 493 1625 2118
RS_GCF_000834455.1 971 2821 3792 880 2913 344 3449 3793
